Url*Website*Industry*Founding Date*Number of Employees*Headquarter
https://www.linkedin.com/company/chubb/about*https://www.chubb.com*Insurance**10,001+ employees*
https://www.linkedin.com/company/comerica-bank/about*http://www.comerica.com/*Banking*1849*5,001-10,000 employees*Dallas, TX
https://www.linkedin.com/company/firstenergy-corp/about*http://www.firstenergycorp.com*Utilities*1997*10,001+ employees*Akron, OH
https://www.linkedin.com/company/garmin/about*http://www.garmin.com*Computers and Electronics Manufacturing*1989*10,001+ employees*Olathe, KS
https://www.linkedin.com/company/hormel-foods/about*http://www.hormelfoods.com*Manufacturing*1891*10,001+ employees*Austin, MN
https://www.linkedin.com/company/bank-of-america/about*https://www.bankofamerica.com*Banking**10,001+ employees*Charlotte, NC
https://www.linkedin.com/company/campbell-soup-company/about*http://www.campbellsoupcompany.com*Food and Beverage Services*1869*10,001+ employees*Camden, NJ
https://www.linkedin.com/company/capital-one/about*http://www.capitalone.com*Financial Services**10,001+ employees*McLean, Va
https://www.linkedin.com/company/cf-industries/about*http://www.cfindustries.com*Chemical Manufacturing*1946*1,001-5,000 employees*Deerfield, IL
https://www.linkedin.com/company/cincinnati-financial-corporation-investment-company/about**Investment Management***
https://www.linkedin.com/company/illinois-tool-works-itw-/about**Motor Vehicle Manufacturing***
https://www.linkedin.com/company/microsoft/about*https://news.microsoft.com/*Software Development**10,001+ employees*Redmond, Washington
https://www.linkedin.com/company/monster-beverage/about*****
https://www.linkedin.com/company/msci-inc/about*http://www.msci.com*Financial Services**1,001-5,000 employees*New York, NY
https://www.linkedin.com/company/netapp/about*https://www.netapp.com/*IT Services and IT Consulting*1992*10,001+ employees*San Jose, California
https://www.linkedin.com/company/paycom/about*http://www.paycom.com/*Software Development*1998*5,001-10,000 employees*Oklahoma City, Oklahoma
https://www.linkedin.com/company/pennnationalgaming/about*http://www.pngaming.com*Gambling Facilities and Casinos**10,001+ employees*Wyomissing, Pennsylvania
https://www.linkedin.com/company/pvh/about*http://www.pvh.com*Retail Apparel and Fashion*1881*10,001+ employees*New York City, NY
https://www.linkedin.com/company/ralph-lauren/life/about*****
https://www.linkedin.com/company/raytheon-technology/about*****
https://www.linkedin.com/company/simon-property-groups/about*****
https://www.linkedin.com/company/stanley-black-decker-inc/about*http://www.stanleyblackanddecker.com*Manufacturing*1843*10,001+ employees*New Britain, CT
https://www.linkedin.com/company/t-mobile/about**Telecommunications**10,001+ employees*Bellevue, WA
https://www.linkedin.com/company/the-travelers/about*****
https://www.linkedin.com/company/united-parcel-service/about*****
https://www.linkedin.com/company/visa/about*http://usa.visa.com/careers/index.jsp*IT Services and IT Consulting**10,001+ employees*Foster City, California
https://www.linkedin.com/company/wellsfargo/about*http://www.wellsfargo.com*Financial Services**10,001+ employees*San Francisco, California
